trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
367,False,"{'a': 0.25, 'e': 0.39951658509768784}",20,0,-49.54443418205941,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
368,False,"{'a': 0.25, 'e': 0.39851904108451414}",20,5,8.10757976384999,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
369,False,"{'a': 0.25, 'e': 0.3975239878166446}",25,0,-14.923619128502445,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",1
370,False,"{'a': 0.25, 'e': 0.39653141907499284}",20,0,-49.58543528942266,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
371,False,"{'a': 0.25, 'e': 0.39554132865600117}",25,8,19.397205604885393,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
372,False,"{'a': 0.25, 'e': 0.3945537103716011}",30,15,-9.736832102076136,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",1
373,False,"{'a': 0.25, 'e': 0.3935685580491753}",20,4,3.383274309578108,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
374,False,"{'a': 0.25, 'e': 0.39258586553151836}",25,13,-22.56354885456762,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
375,False,"{'a': 0.25, 'e': 0.391605626676799}",20,5,-9.506673794045561,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
376,False,"{'a': 0.25, 'e': 0.3906278353585211}",30,0,-82.62455466902011,"{0: 24, 1: 0, 2: 3, 3: 2, 4: 1}",0
377,False,"{'a': 0.25, 'e': 0.38965248546548575}",30,11,8.922319221560002,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
378,False,"{'a': 0.25, 'e': 0.388679570901753}",35,15,-35.579578525442834,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",1
379,False,"{'a': 0.25, 'e': 0.3877090855866036}",25,8,-20.04024834635548,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 0}",1
380,False,"{'a': 0.25, 'e': 0.3867410234545012}",35,14,9.849286285002192,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 0}",1
381,False,"{'a': 0.25, 'e': 0.38577537845505433}",25,18,-2.809524934577415,"{0: 5, 1: 2, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.25, 'e': 0.3848121445529785}",20,0,6.414805244543116,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
383,False,"{'a': 0.25, 'e': 0.38385131572805886}",30,0,17.938414492298694,"{0: 27, 1: 2, 2: 1, 3: 0, 4: 0}",0
384,False,"{'a': 0.25, 'e': 0.38289288597511206}",25,5,0.238782758859315,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",1
385,False,"{'a': 0.25, 'e': 0.3819368493039489}",25,13,7.326113057273925,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
386,False,"{'a': 0.25, 'e': 0.38098319973933725}",25,11,4.6567544130585095,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
387,False,"{'a': 0.25, 'e': 0.3800319313209641}",25,5,-55.32265262933214,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",1
388,False,"{'a': 0.25, 'e': 0.37908303810339883}",20,0,-48.802992517913786,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
389,False,"{'a': 0.25, 'e': 0.37813651415605565}",30,19,-25.43842078342285,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
390,False,"{'a': 0.25, 'e': 0.37719235356315695}",25,0,-72.67811206666242,"{0: 21, 1: 0, 2: 1, 3: 1, 4: 2}",0
391,False,"{'a': 0.25, 'e': 0.37625055042369576}",20,0,17.454513122696067,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
392,False,"{'a': 0.25, 'e': 0.37531109885139957}",30,12,4.787863557606887,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 0}",1
393,False,"{'a': 0.25, 'e': 0.3743739929746928}",20,6,4.8880262564441805,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
394,False,"{'a': 0.25, 'e': 0.37343922693666093}",20,7,4.90992485380654,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
395,False,"{'a': 0.25, 'e': 0.3725067948950129}",30,18,-17.710757886776165,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
396,False,"{'a': 0.25, 'e': 0.3715766910220457}",25,0,-1.870263902921149,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
397,False,"{'a': 0.25, 'e': 0.3706489095046068}",30,7,0.07264266052422674,"{0: 20, 1: 2, 2: 0, 3: 1, 4: 0}",1
398,False,"{'a': 0.25, 'e': 0.369723444544059}",25,0,-71.79044493185803,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
399,False,"{'a': 0.25, 'e': 0.368800290356243}",25,11,27.64765727645551,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.25, 'e': 0.36787944117144233}",25,11,-10.178429986271261,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
401,False,"{'a': 0.25, 'e': 0.3669608912343465}",20,0,-120.37557273142893,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 3}",1
402,False,"{'a': 0.25, 'e': 0.36604463480401533}",20,0,-29.25673542230515,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
403,False,"{'a': 0.25, 'e': 0.3651306661538433}",20,8,-3.8630204082503323,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
404,False,"{'a': 0.25, 'e': 0.3642189795715233}",20,0,-8.668844037344558,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
405,False,"{'a': 0.25, 'e': 0.36330956935901126}",30,9,-16.00508565145454,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 1}",1
406,False,"{'a': 0.25, 'e': 0.36240242983249027}",20,7,-33.76509296610062,"{0: 8, 1: 1, 2: 4, 3: 0, 4: 0}",1
407,False,"{'a': 0.25, 'e': 0.3614975553223355}",25,1,24.349019997838806,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 0}",1
408,False,"{'a': 0.25, 'e': 0.3605949401730783}",20,0,15.914349238368072,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
409,False,"{'a': 0.25, 'e': 0.35969457874337096}",20,8,17.68409089994892,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 0.25, 'e': 0.3587964654059516}",20,9,10.793761628951481,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
411,False,"{'a': 0.25, 'e': 0.357900594547609}",25,0,2.337308687093127,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
412,False,"{'a': 0.25, 'e': 0.3570069605691474}",25,0,-49.14503370878175,"{0: 18, 1: 1, 2: 6, 3: 0, 4: 0}",0
413,False,"{'a': 0.25, 'e': 0.35611555788535143}",25,0,-34.988316515894766,"{0: 20, 1: 1, 2: 2, 3: 2, 4: 0}",0
414,False,"{'a': 0.25, 'e': 0.3552263809249515}",20,7,13.942547346807029,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
415,False,"{'a': 0.25, 'e': 0.35433942413058866}",20,0,-17.13898205709106,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
416,False,"{'a': 0.25, 'e': 0.35345468195878016}",20,15,7.353553896645105,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
417,False,"{'a': 0.25, 'e': 0.3525721488798844}",30,17,20.560062175134433,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
418,False,"{'a': 0.25, 'e': 0.3516918193780669}",20,8,-7.617756808960189,"{0: 10, 1: 1, 2: 0, 3: 1, 4: 0}",1
419,False,"{'a': 0.25, 'e': 0.3508136879512653}",20,2,-6.267931191785148,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
420,False,"{'a': 0.25, 'e': 0.3499377491111553}",25,0,-28.327822436765654,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
421,False,"{'a': 0.25, 'e': 0.3490639973831165}",30,0,-94.71971847986826,"{0: 23, 1: 0, 2: 5, 3: 0, 4: 2}",0
422,False,"{'a': 0.25, 'e': 0.3481924273061976}",20,0,17.204965651551955,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
423,False,"{'a': 0.25, 'e': 0.3473230334330827}",25,0,-81.85276351836471,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 2}",0
424,False,"{'a': 0.25, 'e': 0.3464558103300574}",20,3,2.961549905899683,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
425,False,"{'a': 0.25, 'e': 0.3455907525769745}",30,9,-41.14077514261028,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 1}",1
426,False,"{'a': 0.25, 'e': 0.3447278547672202}",25,11,14.156603699619039,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
427,False,"{'a': 0.25, 'e': 0.34386711150768023}",25,4,3.9114460159902036,"{0: 19, 1: 0, 2: 1, 3: 1, 4: 0}",1
428,False,"{'a': 0.25, 'e': 0.34300851741870664}",20,12,4.130707160118997,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
429,False,"{'a': 0.25, 'e': 0.34215206713408347}",20,0,-22.935694536162213,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
430,False,"{'a': 0.25, 'e': 0.3412977553009937}",20,0,-25.997368552447515,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
431,False,"{'a': 0.25, 'e': 0.3404455765799855}",20,6,-8.749396173120697,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
432,False,"{'a': 0.25, 'e': 0.3395955256449391}",30,4,-37.13764008348842,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 1}",1
433,False,"{'a': 0.25, 'e': 0.33874759718303354}",20,1,-42.08540145297266,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 1}",1
434,False,"{'a': 0.25, 'e': 0.33790178589471304}",20,8,-1.207546560926504,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
435,False,"{'a': 0.25, 'e': 0.33705808649365426}",20,0,-28.92796182208808,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
436,False,"{'a': 0.25, 'e': 0.3362164937067333}",25,3,31.035246144193803,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.25, 'e': 0.3353770022739925}",20,2,-27.8000212926126,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 0}",1
438,False,"{'a': 0.25, 'e': 0.3345396069486076}",30,1,-68.8974249647618,"{0: 24, 1: 1, 2: 2, 3: 0, 4: 2}",1
439,False,"{'a': 0.25, 'e': 0.3337043024968552}",20,0,-24.32251344936345,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
440,False,"{'a': 0.25, 'e': 0.33287108369807955}",20,0,-40.216233599351185,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
441,False,"{'a': 0.25, 'e': 0.33203994534466064}",20,10,18.64591541744644,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.25, 'e': 0.331210882241981}",20,0,-0.2039016339389066,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
443,False,"{'a': 0.25, 'e': 0.33038388920839357}",25,0,-85.79293586010343,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 2}",0
444,False,"{'a': 0.25, 'e': 0.32955896107518906}",20,0,-7.438963524242897,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
445,False,"{'a': 0.25, 'e': 0.3287360926865641}",20,0,-37.306944309773534,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
446,False,"{'a': 0.25, 'e': 0.32791527889958855}",25,6,-2.495223547129426,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 0}",1
447,False,"{'a': 0.25, 'e': 0.3270965145841736}",25,16,5.120624863436278,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
448,False,"{'a': 0.25, 'e': 0.32627979462303947}",30,0,-18.848253159559686,"{0: 26, 1: 0, 2: 3, 3: 1, 4: 0}",0
449,False,"{'a': 0.25, 'e': 0.32546511391168387}",25,7,-27.530869338018253,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
450,False,"{'a': 0.25, 'e': 0.32465246735834974}",25,8,-8.071059022417348,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
451,False,"{'a': 0.25, 'e': 0.3238418498839934}",25,13,-12.282784312298254,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
452,False,"{'a': 0.25, 'e': 0.3230332564222529}",20,0,-33.51412704658165,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
453,False,"{'a': 0.25, 'e': 0.32222668191941667}",20,2,7.3461383414598025,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
454,False,"{'a': 0.25, 'e': 0.32142212133439135}",20,0,-56.98186137387375,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
455,False,"{'a': 0.25, 'e': 0.32061956963867067}",25,0,-6.951221804897434,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
456,False,"{'a': 0.25, 'e': 0.31981902181630384}",25,15,-13.953966061321374,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
457,False,"{'a': 0.25, 'e': 0.31902047286386453}",25,1,-51.644749796939884,"{0: 20, 1: 0, 2: 1, 3: 2, 4: 1}",1
458,False,"{'a': 0.25, 'e': 0.3182239177904191}",20,13,2.1389921899412885,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
459,False,"{'a': 0.25, 'e': 0.3174293516174957}",30,0,-75.14238852540456,"{0: 22, 1: 1, 2: 6, 3: 0, 4: 1}",0
460,False,"{'a': 0.25, 'e': 0.31663676937905316}",20,2,-34.6091913751679,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
461,False,"{'a': 0.25, 'e': 0.31584616612145006}",20,10,20.0186885731977,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
462,False,"{'a': 0.25, 'e': 0.3150575369034133}",20,0,-1.2465307051774934,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
463,False,"{'a': 0.25, 'e': 0.31427087679600785}",20,11,16.89286525846457,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
464,False,"{'a': 0.25, 'e': 0.3134861808826053}",20,10,17.924588338397612,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
465,False,"{'a': 0.25, 'e': 0.3127034442588537}",20,6,21.576998095656617,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
466,False,"{'a': 0.25, 'e': 0.31192266203264674}",20,0,28.093788918667673,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
467,False,"{'a': 0.25, 'e': 0.31114382932409285}",20,0,6.849648379137595,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
468,False,"{'a': 0.25, 'e': 0.31036694126548503}",20,0,-24.70898400662167,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
469,False,"{'a': 0.25, 'e': 0.3095919930012704}",20,2,14.916938883418304,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
470,False,"{'a': 0.25, 'e': 0.30881897968801986}",25,0,-59.404985592499315,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 2}",0
471,False,"{'a': 0.25, 'e': 0.3080478964943976}",30,4,14.005283553370452,"{0: 23, 1: 1, 2: 2, 3: 0, 4: 0}",1
472,False,"{'a': 0.25, 'e': 0.30727873860113125}",25,0,24.63766613523906,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",1
473,False,"{'a': 0.25, 'e': 0.3065115012009813}",35,12,-28.99155951636733,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 1}",1
474,False,"{'a': 0.25, 'e': 0.30574617949871175}",20,12,14.205041180929976,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
475,False,"{'a': 0.25, 'e': 0.3049827687110593}",25,1,1.540535080159855,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 0}",1
476,False,"{'a': 0.25, 'e': 0.3042212640667041}",20,8,3.433946168978769,"{0: 9, 1: 3, 2: 0, 3: 0, 4: 0}",1
477,False,"{'a': 0.25, 'e': 0.3034616608062395}",30,0,1.4216016361166202,"{0: 26, 1: 0, 2: 3, 3: 1, 4: 0}",0
478,False,"{'a': 0.25, 'e': 0.30270395418214285}",25,16,9.135996712671568,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
479,False,"{'a': 0.25, 'e': 0.3019481394587452}",25,0,-13.514856151007772,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
480,False,"{'a': 0.25, 'e': 0.30119421191220214}",30,0,14.840707004363901,"{0: 26, 1: 3, 2: 1, 3: 0, 4: 0}",1
481,False,"{'a': 0.25, 'e': 0.3004421668304638}",20,0,-31.561767282108093,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
482,False,"{'a': 0.25, 'e': 0.2996919995132463}",20,0,10.478619760382104,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
483,False,"{'a': 0.25, 'e': 0.2989437052720013}",20,14,10.501117757904321,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
484,False,"{'a': 0.25, 'e': 0.2981972794298874}",25,14,8.900734541437252,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
485,False,"{'a': 0.25, 'e': 0.2974527173217405}",20,7,11.634953032443581,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
486,False,"{'a': 0.25, 'e': 0.29671001429404525}",30,4,-36.150058307060334,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 1}",1
487,False,"{'a': 0.25, 'e': 0.29596916570490517}",20,6,-52.581754889441655,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 1}",1
488,False,"{'a': 0.25, 'e': 0.2952301669240142}",20,9,-29.5089865716393,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
489,False,"{'a': 0.25, 'e': 0.29449301333262756}",25,0,19.094403571465143,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
490,False,"{'a': 0.25, 'e': 0.29375770032353277}",20,6,13.936733459876395,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
491,False,"{'a': 0.25, 'e': 0.29302422330102135}",20,2,9.60255663720914,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
492,False,"{'a': 0.25, 'e': 0.2922925776808594}",25,0,-25.812757766063683,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",0
493,False,"{'a': 0.25, 'e': 0.29156275889025945}",20,16,6.881367127000943,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
494,False,"{'a': 0.25, 'e': 0.29083476236785155}",30,6,27.947781717513983,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
495,False,"{'a': 0.25, 'e': 0.29010858356365526}",30,0,-42.31428550193026,"{0: 23, 1: 4, 2: 2, 3: 0, 4: 1}",0
496,False,"{'a': 0.25, 'e': 0.2893842179390506}",30,0,-38.613034454475496,"{0: 25, 1: 2, 2: 1, 3: 1, 4: 1}",0
497,False,"{'a': 0.25, 'e': 0.2886616609667501}",20,12,12.190546818770942,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
498,False,"{'a': 0.25, 'e': 0.2879409081307702}",20,0,-27.4469336913696,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
499,False,"{'a': 0.25, 'e': 0.28722195492640357}",25,0,-13.411949099922433,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
500,False,"{'a': 0.25, 'e': 0.2865047968601901}",25,0,20.02957530872556,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
501,False,"{'a': 0.25, 'e': 0.28578942944988966}",30,0,18.48313495111549,"{0: 26, 1: 3, 2: 1, 3: 0, 4: 0}",0
502,False,"{'a': 0.25, 'e': 0.28507584822445353}",25,10,-1.9498621263741736,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
503,False,"{'a': 0.25, 'e': 0.28436404872399684}",35,21,-36.9083181053783,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
504,False,"{'a': 0.25, 'e': 0.2836540264997704}",20,2,-16.013057314413405,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 0}",1
505,False,"{'a': 0.25, 'e': 0.2829457771141329}",30,18,11.479931954032123,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
506,False,"{'a': 0.25, 'e': 0.2822392961405233}",20,0,0.9495208336002883,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
507,False,"{'a': 0.25, 'e': 0.28153457916343344}",25,10,14.592540920420968,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
508,False,"{'a': 0.25, 'e': 0.2808316217783798}",20,0,7.3744313088316655,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
509,False,"{'a': 0.25, 'e': 0.2801304195918764}",20,3,14.327286696442092,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
510,False,"{'a': 0.25, 'e': 0.2794309682214073}",25,0,9.014853070969297,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
511,False,"{'a': 0.25, 'e': 0.27873326329539927}",20,3,-23.47743133449149,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
512,False,"{'a': 0.25, 'e': 0.27803730045319414}",20,0,-10.358476291232588,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
513,False,"{'a': 0.25, 'e': 0.2773430753450219}",25,2,-2.8383788371078946,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 0}",1
514,False,"{'a': 0.25, 'e': 0.2766505836319734}",20,7,2.011779522895794,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
515,False,"{'a': 0.25, 'e': 0.2759598209859731}",25,11,-11.91423751017949,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
516,False,"{'a': 0.25, 'e': 0.27527078308975234}",20,10,19.702203039933433,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
517,False,"{'a': 0.25, 'e': 0.27458346563682196}",25,13,-21.45137839506447,"{0: 9, 1: 1, 2: 1, 3: 1, 4: 0}",1
518,False,"{'a': 0.25, 'e': 0.2738978643314456}",25,7,21.53796217963476,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
519,False,"{'a': 0.25, 'e': 0.2732139748886128}",30,15,23.89602532626742,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
520,False,"{'a': 0.25, 'e': 0.2725317930340126}",25,10,-2.9615933018456264,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
521,False,"{'a': 0.25, 'e': 0.27185131450400596}",20,0,9.63141477458795,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
522,False,"{'a': 0.25, 'e': 0.2711725350455999}",25,0,29.722591239071875,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
523,False,"{'a': 0.25, 'e': 0.27049545041642054}",20,6,-74.69868308388182,"{0: 9, 1: 1, 2: 2, 3: 1, 4: 1}",1
524,False,"{'a': 0.25, 'e': 0.2698200563846868}",35,0,-82.64829835830498,"{0: 28, 1: 1, 2: 4, 3: 0, 4: 2}",0
525,False,"{'a': 0.25, 'e': 0.26914634872918386}",30,0,-34.05548886036042,"{0: 25, 1: 1, 2: 3, 3: 0, 4: 1}",1
526,False,"{'a': 0.25, 'e': 0.2684743232392366}",25,0,-33.28381608662321,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
527,False,"{'a': 0.25, 'e': 0.26780397571468345}",25,15,20.78596801418496,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
528,False,"{'a': 0.25, 'e': 0.26713530196585034}",20,9,17.568874159073623,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
529,False,"{'a': 0.25, 'e': 0.2664682978135241}",20,11,15.607923125008657,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
530,False,"{'a': 0.25, 'e': 0.2658029590889266}",30,15,0.5797522601939245,"{0: 13, 1: 1, 2: 0, 3: 1, 4: 0}",1
531,False,"{'a': 0.25, 'e': 0.2651392816336886}",25,0,-34.16862343620941,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
532,False,"{'a': 0.25, 'e': 0.26447726129982396}",25,8,17.330293840809922,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
533,False,"{'a': 0.25, 'e': 0.26381689394970337}",25,0,34.86587343626579,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
534,False,"{'a': 0.25, 'e': 0.2631581754560287}",20,0,-57.28523338332448,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
535,False,"{'a': 0.25, 'e': 0.26250110170180724}",35,13,-9.693183681016363,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 1}",1
536,False,"{'a': 0.25, 'e': 0.261845668580326}",25,0,-67.36572002954863,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 2}",0
537,False,"{'a': 0.25, 'e': 0.26119187199512567}",20,0,-14.876357583426078,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
538,False,"{'a': 0.25, 'e': 0.2605397078599756}",20,0,33.276447556216645,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
539,False,"{'a': 0.25, 'e': 0.25988917209884776}",20,8,-12.369827488069902,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
540,False,"{'a': 0.25, 'e': 0.2592402606458915}",25,13,-3.606554507458764,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
541,False,"{'a': 0.25, 'e': 0.25859296944540816}",35,20,-18.983197487825926,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
542,False,"{'a': 0.25, 'e': 0.2579472944518257}",20,0,-15.77211869960672,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
543,False,"{'a': 0.25, 'e': 0.25730323162967317}",25,13,21.9659611710579,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
544,False,"{'a': 0.25, 'e': 0.2566607769535559}",20,7,23.328401204171207,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
545,False,"{'a': 0.25, 'e': 0.25601992640813004}",20,0,8.968699822282428,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
546,False,"{'a': 0.25, 'e': 0.2553806759880777}",20,12,-18.99141296261852,"{0: 6, 1: 0, 2: 1, 3: 1, 4: 0}",1
547,False,"{'a': 0.25, 'e': 0.2547430216980816}",35,25,-7.56166801496795,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
548,False,"{'a': 0.25, 'e': 0.25410695955280027}",30,0,26.422111581152436,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",0
549,False,"{'a': 0.25, 'e': 0.2534724855768434}",25,15,-1.6265534450057824,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
550,False,"{'a': 0.25, 'e': 0.25283959580474646}",25,0,-27.71818233264959,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
